1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB04;465187;Solu-Medrol;1 g;pulv.og sol.t.inj.op;1 htgl. + htgl. solvens;16.948,24;3.100,00;62;207,04;100;2;;;;;;;414,08;200;4;;;;207,04;100;2;;;;103,52;50;1;207,04;100;2;;;;103,52;50;1;414,08;200;4;;;;931,68;450;9;517,6;250;5;517,6;250;5;2.467,60;250;5;;;;;;;;;;;;;493,52;50;1;1.480,56;150;3;;;;;;;;;;987,04;100;2;;;;493,52;50;1;493,52;50;1;;;;;;;;;;;;;;;;;;;5.922,24;600;12;;;;;;;493,52;50;1;;;;;;;;;;;;;;;;;;;;;;493,52;50;1;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB04;533979;Solu-Medrol lactosefri;40 mg;pulv.og sol.t.inj.op;1 to-delt htgl.+solv. u/kons.;7.429,44;654;327;;;;;;;908,8;80;40;;;;181,76;16;8;363,52;32;16;568;50;25;1.090,56;96;48;545,28;48;24;363,52;32;16;;;;363,52;32;16;227,2;20;10;;;;181,76;16;8;;;;181,76;16;8;363,52;32;16;;;;;;;;;;;;;;;;;;;181,76;16;8;;;;181,76;16;8;181,76;16;8;181,76;16;8;363,52;32;16;;;;;;;;;;;;;;;;;;;136,32;12;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181,76;16;8;363,52;32;16;136,32;12;6;181,76;16;8;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB06;42448;Prednisolon Actavis;25 mg;tabletter;100 stk.;456,7;500;2;;;;;;;;;;;;;;;;;;;;;;;;;254,14;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202,56;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB06;163096;Prednisolon EQL Pharma;25 mg;tabletter;100 stk.;512,59;1.250,00;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,55;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;410,04;1.000,00;4;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB06;164118;Prednisolon EQL Pharma;2,5 mg;tabletter;100 stk.;68,31;25;1;;;;;;;;;;;;;;;;;;;;;;;;;68,31;25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB06;164175;Prednisolon EQL Pharma;25 mg;tabletter;100 stk.;101,96;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101,96;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB06;911191;Prednisolon;50 mg;tabletter;100 stk.;287,8;500;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;287,8;500;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB09;121274;Solu-cortef;100 mg;pulv.og sol.t.inj.op;5 to-delte htgl.+solv. u/kons.;3.039,68;266,67;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;189,98;16,67;1;;;;569,94;50;3;;;;189,98;16,67;1;189,98;16,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379,96;33,33;2;;;;;;;;;;759,92;66,67;4;569,94;50;3;189,98;16,67;1;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB09;161117;Solu-cortef;100 mg;pulv.og sol.t.inj.op;5 to-delte htgl. + solvens;1.690,20;200;12;422,55;50;3;422,55;50;3;281,7;33,33;2;140,85;16,67;1;422,55;50;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB09;454378;Solu-cortef;100 mg;pulv.og sol.t.inj.op;5 to-delte htgl.+solv. u/kons.;838,5;100;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;838,5;100;6;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AB09;911170;Hydrocortison;2,5 mg;tabletter;100 stk.;221;8,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;221;8,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H02AA02;569060;Florinef;0,1 mg;tabletter;100 stk.;110;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;100;1;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;H03AA01;74702;Eltroxin;50 mikrogram;tabletter;100 stk.;90;100;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;33,33;1;;;;;;;;;;;;;30;33,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;33,33;1;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CA01;108259;Ampicillin STADA;1 g;pulv.t.inj.væske,opl;1 stk.;219,9;1,67;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219,9;1,67;10;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CA01;111845;Ampicillin STADA;2 g;pulv.t.inj.væske,opl;1 stk.;2.316,60;18,32;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;421,2;3,33;10;;;;;;;;;;;;;;;;210,6;1,67;5;;;;421,2;3,33;10;842,4;6,66;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;421,2;3,33;10;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CA08;37995;Penomax;400 mg;filmovertrukne tabl.;20 stk. (blister);481,55;66,67;5;;;;;;;;;;;;;;;;;;;;;;192,62;26,67;2;;;;;;;;;;192,62;26,67;2;;;;;;;96,31;13,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CA08;54332;Selexid;400 mg;filmovertrukne tabl.;20 stk. (blister);820,79;120;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,28;13,33;1;;;;;;;;;;;;;;;;;;;;;;182,5;26,67;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,2;13,33;1;91,2;13,33;1;;;;;;;;;;91,19;13,33;1;;;;91,16;13,33;1;;;;91,13;13,33;1;91,13;13,33;1;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CA11;372460;Selexid;1 g;pulv.t.inj.væske,opl;1 stk.;263,42;1,67;2;263,42;1,67;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CE01;505495;Benzylpenicillin Panpharma;3 g;pul.t.inj.+inf.,opl.;10 x 3 g (5 mill. IE);642,39;25;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214,13;8,33;1;;;;;;;428,26;16,67;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CE01;505503;Benzylpenicillin Panpharma;0,6 g;pul.t.inj.+inf.,opl.;10 x 0,6 g (1 mill. IE);326,64;10;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,44;1,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,44;1,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;217,76;6,67;4;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CE01;546838;Benzylpenicillin Panpharma;1,2 g;pul.t.inj.+inf.,opl.;10 x 1,2 g (2 mill. IE);681,8;33,33;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,18;3,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136,36;6,67;2;136,36;6,67;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,18;3,33;1;;;;;;;;;;272,72;13,33;4;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CE02;87653;Pancillin;1 Mill. IE;filmovertrukne tabl.;100 stk. (blister);36,4;33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,4;33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CF01;43175;Dicloxacillin Alternova;500 mg;kapsler, hårde;100 stk.;126,52;25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,52;25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CF02;551489;Cloxacillin Macure;1 g;pul.t.inj.+inf.,opl.;10 x 1 g;5.708,00;80;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.783,75;25;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.070,25;15;3;2.854,00;40;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CR05;513935;Piperacil/Tazobact Fres. Kabi;4+0,5 g;pulv.t.inf.væske,opl;10 stk.;67.783,24;1.102,80;386;1.793,50;28,57;10;1.793,50;28,57;10;1.434,80;22,86;8;896,75;14,29;5;;;;1.076,10;17,14;6;1.255,45;20;7;3.587,00;57,14;20;3.587,00;57,14;20;1.076,10;17,14;6;896,75;14,29;5;1.793,50;28,57;10;;;;896,75;14,29;5;896,75;14,29;5;2.690,25;42,86;15;1.793,50;28,57;10;896,75;14,29;5;5.021,80;80;28;;;;1.076,10;17,14;6;896,75;14,29;5;2.869,60;45,71;16;896,75;14,29;5;896,75;14,29;5;1.793,50;28,57;10;1.793,50;28,57;10;1.255,45;20;7;538,05;8,57;3;1.255,45;20;7;896,75;14,29;5;;;;;;;896,75;14,29;5;1.793,50;28,57;10;896,75;14,29;5;2.690,25;42,86;15;896,75;14,29;5;896,75;14,29;5;896,75;14,29;5;2.690,25;42,86;15;;;;1.614,15;25,71;9;1.076,10;17,14;6;1.076,10;17,14;6;;;;1.793,50;28,57;10;1.793,50;28,57;10;1.237,40;28,57;10;1.237,40;28,57;10;742,44;17,14;6;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01CR05;570006;Piperacil/Tazobact Fres. Kabi;2+0,25 g;pulv.t.inf.væske,opl;10 stk.;362,55;4,29;3;;;;;;;;;;;;;241,7;2,86;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,85;1,43;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DC02;79017;Cefuroxim Fresenius Kabi;750 mg;pul.t.inj.+inf.,opl.;10 x 750 mg;267,6;15;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,9;2,5;1;;;;;;;36,9;2,5;1;;;;;;;36,9;2,5;1;;;;;;;;;;;;;36,9;2,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;2,5;1;;;;;;;60;2,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DC02;79142;Cefuroxim Fresenius Kabi;1500 mg;pul.t.inj.+inf.,opl.;10 x 1,5 g;2.409,75;225;45;;;;;;;267,75;25;5;;;;;;;321,3;30;6;214,2;20;4;;;;;;;;;;;;;589,05;55;11;;;;535,5;50;10;;;;;;;481,95;45;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DC02;435743;Cefuroxim Stragen;250 mg;pulv.t.inj.væske,opl;10 x 250 mg;2.271,90;2,5;3;;;;;;;;;;1.514,60;1,67;2;757,3;0,83;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DC02;444892;Cefuroxim Stragen;1500 mg;pul.t.inj.+inf.,opl.;10 stk.;3.757,79;295;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;596;10;2;110,94;10;2;;;;;;;277,35;25;5;;;;332,82;30;6;;;;;;;;;;;;;554,7;50;10;;;;;;;;;;443,76;40;8;;;;;;;166,41;15;3;;;;;;;;;;277,35;25;5;;;;;;;;;;;;;;;;332,82;30;6;;;;332,82;30;6;;;;332,82;30;6;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DD02;49891;Ceftazidim Fresenius Kabi;2000 mg;pul.t.inj.+inf.,opl.;10 htgl. x 2000 mg;1.189,51;35;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;849,65;25;5;169,93;5;1;169,93;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DD04;132384;Ceftriaxon Fresenius Kabi;2 g;pulv.t.inf.væske,opl;10 x 2 g;164,44;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,22;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,22;10;1;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DH02;57868;Meropenem Bradex;1 g;pul.t.inj.+inf.,opl.;10 stk.;84.594,73;1.063,23;319;3.457,87;43,33;13;2.127,92;26,66;8;2.659,90;33,33;10;5.053,81;63,33;19;;;;1.329,95;16,67;5;;;;;;;1.590,12;20;6;;;;2.650,20;33,33;10;6.625,50;83,33;25;3.975,30;50;15;1.325,10;16,67;5;1.325,10;16,67;5;3.975,30;50;15;2.650,20;33,33;10;2.650,20;33,33;10;1.060,08;13,33;4;4.240,32;53,33;16;1.590,12;20;6;1.325,10;16,67;5;4.240,32;53,33;16;;;;1.325,10;16,67;5;1.590,12;20;6;2.650,20;33,33;10;2.650,20;33,33;10;2.385,18;30;9;;;;1.325,10;16,67;5;;;;;;;;;;1.590,12;20;6;;;;3.180,24;40;12;1.325,10;16,67;5;2.650,20;33,33;10;2.650,20;33,33;10;2.650,20;33,33;10;;;;2.650,20;33,33;10;;;;1.325,10;16,67;5;;;;795,06;10;3;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DH02;139031;Meropenem SUN;1 g;pul.t.inj.+inf.,opl.;10 stk.;11.103,04;173,32;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.562,24;40;12;;;;2.135,20;33,33;10;2.135,20;33,33;10;4.270,40;66,66;20;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01DH02;419638;Meropenem Bradex;500 mg;pul.t.inj.+inf.,opl.;10 stk.;163,11;1,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163,11;1,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01EB02;50846;Sulfametizol Alternova;500 mg;tabletter;24 stk.;13,85;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,85;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01EE01;871809;Bactrimel (ls);400 mg + 80 mg/5 ml;infusionskoncentrat;10 x 5 ml;7.900,00;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.900,00;0;20;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01FA01;405001;Abboticin;1 g;pulv.t.inf.væske,opl;1 htgl. a 1 g;25.302,80;248;248;1.006,30;10;10;;;;3.052,50;30;30;;;;;;;;;;2.042,00;20;20;1.021,00;10;10;;;;1.021,00;10;10;;;;2.042,00;20;20;;;;;;;;;;;;;2.042,00;20;20;714,7;7;7;;;;816,8;8;8;;;;1.021,00;10;10;510,5;5;5;1.021,00;10;10;;;;;;;;;;2.042,00;20;20;;;;1.021,00;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.021,00;10;10;816,8;8;8;;;;1.021,00;10;10;;;;;;;;;;2.046,80;20;20;1.023,40;10;10;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01FF01;459420;Dalacin;150 mg/ml;inj.væske, opløsning;4 ml;360,3;3,33;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;360,3;3,33;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01GB01;66501;Nebcina;40 mg/ml;inj.væske, opløsning;10 x 2 ml;3.580,00;33,33;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716;6,67;2;1.074,00;10;3;358;3,33;1;1.432,00;13,33;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01GB03;89540;Hexamycin;40 mg/ml;inj.væske, opløsning;10 amp. a 2 ml;702,09;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234,03;3,33;1;;;;;;;;;;;;;;;;468,06;6,67;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01GB03;856890;Gentamicin Intrathecal (ls);5 mg/ml;injektionsvæske;5 x 1 ml;946;0,21;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;946;0,21;2;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01MA02;45163;Ciprofloxacin HEXAL;500 mg;filmovertrukne tabl.;20 stk. (blister);39,14;40;4;;;;;;;;;;;;;;;;;;;;;;9,88;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,67;10;1;;;;;;;9,67;10;1;;;;;;;;;;;;;;;;;;;;;;9,92;10;1;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01MA02;64459;Ciprofloxacin Fresenius Kabi;2 mg/ml;inf.væske, opløsning;10 x 100 ml (KabiPac);760,06;35;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,29;2,5;1;162,87;7,5;3;;;;108,58;5;2;;;;;;;54,29;2,5;1;;;;217,16;10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,58;5;2;54,29;2,5;1;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01MA02;65997;Ciprofloxacin Krka;250 mg;filmovertrukne tabl.;20 stk. (blister);15,42;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,42;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01MA02;449510;Ciprofloxacin Fresenius Kabi;2 mg/ml;inf.væske, opløsning;10 x 200 ml (KabiPac);1.963,35;145;29;;;;;;;;;;;;;;;;;;;;;;208,35;15;3;69,45;5;1;69,45;5;1;138,9;10;2;69,45;5;1;;;;138,9;10;2;;;;;;;69,45;5;1;;;;69,45;5;1;69,45;5;1;69,45;5;1;;;;;;;;;;;;;;;;;;;;;;;;;66,07;5;1;;;;;;;;;;;;;;;;;;;132,14;10;2;;;;132,14;10;2;198,21;15;3;;;;;;;;;;132,14;10;2;;;;;;;66,07;5;1;;;;132,14;10;2;132,14;10;2;;;;;;
1301-A22510-A2251016 Anæstesi;225101600 Intensiv neuroanæst 6021ANEU4;J01MA14;117114;Moxifloxacin Krka;1,6 mg/ml;inf.væske, opløsning;10 x 250 ml;1.828,02;30;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.218,68;20;2;;;;;;;609,34;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
